,real,anterior,mayor,menor,fechas,unidad,frecuencia,referencia,fecha
"Constant Prices 2007, NSA",17133.00,16153.00,17133.00,7351.00,2007 - 2024,Pen Millones,Trimestral,Dec 2024,17-05-2025
